YEAR,PROVINCE,DISTRIC,SEX,VALUE,UNIT,SOURCE
2564,พิจิตร,อำเภอบางมูลนาก,ชาย,21334.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอโพทะเล,ชาย,28534.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอสามง่าม,ชาย,20490.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอทับคล้อ,ชาย,20694.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอสากเหล็ก,ชาย,11417.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอบึงนาราง,ชาย,14126.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอดงเจริญ,ชาย,9583.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอวชิรบารมี,ชาย,15292.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอเมืองพิจิตร,หญิง,55916.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอวังทรายพูน,หญิง,12208.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอโพธิ์ประทับช้าง,หญิง,22085.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอตะพานหิน,หญิง,33694.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอบางมูลนาก,หญิง,22855.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอโพทะเล,หญิง,29816.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอสามง่าม,หญิง,21162.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอทับคล้อ,หญิง,21572.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอสากเหล็ก,หญิง,11828.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอบึงนาราง,หญิง,14699.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอดงเจริญ,หญิง,9865.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พิจิตร,อำเภอวชิรบารมี,หญิง,15683.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอเมืองเพชรบูรณ์,ชาย,101097.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอชนแดน,ชาย,38177.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอหล่มสัก,ชาย,75601.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอหล่มเก่า,ชาย,31911.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอวิเชียรบุรี,ชาย,63547.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอศรีเทพ,ชาย,34581.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอหนองไผ่,ชาย,54657.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอบึงสามพัน,ชาย,35255.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอน้ำหนาว,ชาย,9552.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอวังโป่ง,ชาย,17474.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอเขาค้อ,ชาย,20382.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอเมืองเพชรบูรณ์,หญิง,103412.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอชนแดน,หญิง,38307.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอหล่มสัก,หญิง,79836.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอหล่มเก่า,หญิง,33548.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอวิเชียรบุรี,หญิง,66043.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอศรีเทพ,หญิง,35273.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอหนองไผ่,หญิง,55823.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอบึงสามพัน,หญิง,36072.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอน้ำหนาว,หญิง,9115.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอวังโป่ง,หญิง,18095.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,เพชรบูรณ์,อำเภอเขาค้อ,หญิง,20614.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเมืองนครราชสีมา,ชาย,226828.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอครบุรี,ชาย,47205.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเสิงสาง,ชาย,34814.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอคง,ชาย,39061.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอบ้านเหลื่อม,ชาย,10149.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอจักราช,ชาย,35571.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอโชคชัย,ชาย,40566.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอด่านขุนทด,ชาย,63302.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอโนนไทย,ชาย,34611.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอโนนสูง,ชาย,61081.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอขามสะแกแสง,ชาย,21310.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอบัวใหญ่,ชาย,40279.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอประทาย,ชาย,38304.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอปักธงชัย,ชาย,56451.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอพิมาย,ชาย,62690.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอห้วยแถลง,ชาย,38238.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอชุมพวง,ชาย,41111.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอสูงเนิน,ชาย,41347.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอขามทะเลสอ,ชาย,14817.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอสีคิ้ว,ชาย,61416.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอปากช่อง,ชาย,96921.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอหนองบุญมาก,ชาย,30065.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอแก้งสนามนาง,ชาย,18254.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอโนนแดง,ชาย,12338.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอวังน้ำเขียว,ชาย,22625.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเทพารักษ์,ชาย,12733.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเมืองยาง,ชาย,13952.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอพระทองคำ,ชาย,20207.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอลำทะเมนชัย,ชาย,16253.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอบัวลาย,ชาย,11888.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอสีดา,ชาย,11803.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเฉลิมพระเกียรติ,ชาย,17593.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเมืองนครราชสีมา,หญิง,241076.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอครบุรี,หญิง,48935.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเสิงสาง,หญิง,35542.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอคง,หญิง,40293.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอบ้านเหลื่อม,หญิง,10501.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอจักราช,หญิง,36076.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอโชคชัย,หญิง,43175.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอด่านขุนทด,หญิง,65454.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอโนนไทย,หญิง,36147.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอโนนสูง,หญิง,63764.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอขามสะแกแสง,หญิง,21655.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอบัวใหญ่,หญิง,40793.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอประทาย,หญิง,39018.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอปักธงชัย,หญิง,59733.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอพิมาย,หญิง,65193.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอห้วยแถลง,หญิง,38053.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอชุมพวง,หญิง,41650.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอสูงเนิน,หญิง,43785.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอขามทะเลสอ,หญิง,15445.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอสีคิ้ว,หญิง,62901.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอปากช่อง,หญิง,100424.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอหนองบุญมาก,หญิง,30699.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอแก้งสนามนาง,หญิง,18500.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอโนนแดง,หญิง,12836.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอวังน้ำเขียว,หญิง,22952.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเทพารักษ์,หญิง,12564.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเมืองยาง,หญิง,13856.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอพระทองคำ,หญิง,20513.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอลำทะเมนชัย,หญิง,16451.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอบัวลาย,หญิง,12043.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอสีดา,หญิง,11890.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครราชสีมา,อำเภอเฉลิมพระเกียรติ,หญิง,18454.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอเมืองบุรีรัมย์,ชาย,109040.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอคูเมือง,ชาย,33918.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอกระสัง,ชาย,51747.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอนางรอง,ชาย,55503.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอหนองกี่,ชาย,35220.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอละหานทราย,ชาย,37121.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอประโคนชัย,ชาย,66881.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอบ้านกรวด,ชาย,38311.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอพุทไธสง,ชาย,22314.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอลำปลายมาศ,ชาย,65654.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอสตึก,ชาย,54608.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอปะคำ,ชาย,22698.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอนาโพธิ์,ชาย,15860.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอหนองหงส์,ชาย,25070.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอพลับพลาชัย,ชาย,22687.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอห้วยราช,ชาย,18650.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอโนนสุวรรณ,ชาย,12478.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอชำนิ,ชาย,17664.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอบ้านใหม่ไชยพจน์,ชาย,12981.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอโนนดินแดง,ชาย,14065.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอบ้านด่าน,ชาย,15162.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอแคนดง,ชาย,16072.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอเฉลิมพระเกียรติ,ชาย,19827.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอเมืองบุรีรัมย์,หญิง,111803.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอคูเมือง,หญิง,33894.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอกระสัง,หญิง,53193.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอนางรอง,หญิง,58240.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอหนองกี่,หญิง,35263.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอละหานทราย,หญิง,36794.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอประโคนชัย,หญิง,67958.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอบ้านกรวด,หญิง,38656.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอพุทไธสง,หญิง,23456.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอลำปลายมาศ,หญิง,66536.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอสตึก,หญิง,55178.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอปะคำ,หญิง,22754.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอนาโพธิ์,หญิง,16324.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอหนองหงส์,หญิง,24851.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอพลับพลาชัย,หญิง,22284.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอห้วยราช,หญิง,18913.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอโนนสุวรรณ,หญิง,12630.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอชำนิ,หญิง,17718.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอบ้านใหม่ไชยพจน์,หญิง,13412.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอโนนดินแดง,หญิง,14103.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอบ้านด่าน,หญิง,15664.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอแคนดง,หญิง,16298.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,บุรีรัมย์,อำเภอเฉลิมพระเกียรติ,หญิง,20352.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอเมืองสุรินทร์,ชาย,126067.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอชุมพลบุรี,ชาย,35523.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอท่าตูม,ชาย,47881.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอจอมพระ,ชาย,29304.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอปราสาท,ชาย,75276.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอกาบเชิง,ชาย,30160.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอรัตนบุรี,ชาย,45861.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอสนม,ชาย,21817.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอศีขรภูมิ,ชาย,66873.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอสังขะ,ชาย,65636.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอลำดวน,ชาย,15475.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอสำโรงทาบ,ชาย,26427.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอบัวเชด,ชาย,21020.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอพนมดงรัก,ชาย,19178.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอศรีณรงค์,ชาย,23528.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอเขวาสินรินทร์,ชาย,16950.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอโนนนารายณ์,ชาย,17378.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอเมืองสุรินทร์,หญิง,131538.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอชุมพลบุรี,หญิง,35424.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอท่าตูม,หญิง,47740.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอจอมพระ,หญิง,29400.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอปราสาท,หญิง,77266.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอกาบเชิง,หญิง,29944.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอรัตนบุรี,หญิง,46341.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอสนม,หญิง,21725.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอศีขรภูมิ,หญิง,67923.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอสังขะ,หญิง,65305.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอลำดวน,หญิง,15662.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอสำโรงทาบ,หญิง,26226.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอบัวเชด,หญิง,20499.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอพนมดงรัก,หญิง,18754.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอศรีณรงค์,หญิง,23201.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอเขวาสินรินทร์,หญิง,17373.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุรินทร์,อำเภอโนนนารายณ์,หญิง,17555.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอเมืองศรีสะเกษ,ชาย,66999.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอยางชุมน้อย,ชาย,18005.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอกันทรารมย์,ชาย,49407.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอกันทรลักษ์,ชาย,100503.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอขุขันธ์,ชาย,74370.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอไพรบึง,ชาย,23575.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอปรางค์กู่,ชาย,32978.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอขุนหาญ,ชาย,53186.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอราษีไศล,ชาย,39779.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภออุทุมพรพิสัย,ชาย,52102.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอบึงบูรพ์,ชาย,5163.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอห้วยทับทัน,ชาย,21181.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอโนนคูณ,ชาย,19872.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอศรีรัตนะ,ชาย,26454.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอน้ำเกลี้ยง,ชาย,22456.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอวังหิน,ชาย,25460.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอภูสิงห์,ชาย,27561.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอเมืองจันทร์,ชาย,9010.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอเบญจลักษ์,ชาย,18194.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอพยุห์,ชาย,17342.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอโพธิ์ศรีสุวรรณ,ชาย,11902.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอศิลาลาด,ชาย,9927.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอเมืองศรีสะเกษ,หญิง,71144.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอยางชุมน้อย,หญิง,17972.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอกันทรารมย์,หญิง,49982.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอกันทรลักษ์,หญิง,101018.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอขุขันธ์,หญิง,75313.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอไพรบึง,หญิง,23793.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอปรางค์กู่,หญิง,33267.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอขุนหาญ,หญิง,53721.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ศรีสะเกษ,อำเภอราษีไศล,หญิง,40083.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
