YEAR,PROVINCE,DISTRIC,SEX,VALUE,UNIT,SOURCE
2564,อ่างทอง,อำเภอไชโย,ชาย,10826.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอป่าโมก,ชาย,13119.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอโพธิ์ทอง,ชาย,24769.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอแสวงหา,ชาย,16586.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอวิเศษชัยชาญ,ชาย,30692.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอสามโก้,ชาย,9087.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอเมืองอ่างทอง,หญิง,29312.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอไชโย,หญิง,11593.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอป่าโมก,หญิง,14406.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอโพธิ์ทอง,หญิง,27233.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอแสวงหา,หญิง,17404.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอวิเศษชัยชาญ,หญิง,33487.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,อ่างทอง,อำเภอสามโก้,หญิง,9929.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอเมืองลพบุรี,ชาย,126316.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอพัฒนานิคม,ชาย,33529.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอโคกสำโรง,ชาย,40357.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอชัยบาดาล,ชาย,43839.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอท่าวุ้ง,ชาย,23140.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอบ้านหมี่,ชาย,34652.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอท่าหลวง,ชาย,14615.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอสระโบสถ์,ชาย,10557.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอโคกเจริญ,ชาย,12169.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอลำสนธิ,ชาย,13541.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอหนองม่วง,ชาย,16018.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอเมืองลพบุรี,หญิง,118065.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอพัฒนานิคม,หญิง,34877.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอโคกสำโรง,หญิง,41478.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอชัยบาดาล,หญิง,45344.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอท่าวุ้ง,หญิง,25067.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอบ้านหมี่,หญิง,37530.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอท่าหลวง,หญิง,14981.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอสระโบสถ์,หญิง,10703.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอโคกเจริญ,หญิง,12189.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอลำสนธิ,หญิง,13729.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ลพบุรี,อำเภอหนองม่วง,????,16777.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอเมืองสิงห์บุรี,ชาย,24877.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอบางระจัน,ชาย,15790.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอค่ายบางระจัน,ชาย,13379.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอพรหมบุรี,ชาย,10951.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอท่าช้าง,ชาย,6675.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภออินทร์บุรี,ชาย,25472.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอเมืองสิงห์บุรี,หญิง,28449.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอบางระจัน,หญิง,17322.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอค่ายบางระจัน,หญิง,14404.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอพรหมบุรี,หญิง,12108.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภอท่าช้าง,หญิง,7439.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สิงห์บุรี,อำเภออินทร์บุรี,หญิง,27660.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอเมืองชัยนาท,ชาย,32921.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอมโนรมย์,ชาย,15174.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอวัดสิงห์,ชาย,12157.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอสรรพยา,ชาย,19533.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอสรรคบุรี,ชาย,30309.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอหันคา,ชาย,26178.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอหนองมะโมง,ชาย,9531.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอเนินขาม,ชาย,8159.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอเมืองชัยนาท,หญิง,36416.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอมโนรมย์,หญิง,16481.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอวัดสิงห์,หญิง,13064.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอสรรพยา,หญิง,21065.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอสรรคบุรี,หญิง,33003.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอหันคา,หญิง,27948.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอหนองมะโมง,หญิง,9898.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชัยนาท,อำเภอเนินขาม,หญิง,8595.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอเมืองสระบุรี,ชาย,59863.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอแก่งคอย,ชาย,49885.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอหนองแค,ชาย,45991.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอวิหารแดง,ชาย,19026.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอหนองแซง,ชาย,7566.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอบ้านหมอ,ชาย,20396.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอดอนพุด,ชาย,3266.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอหนองโดน,ชาย,6765.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอพระพุทธบาท,ชาย,30831.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอเสาไห้,ชาย,16255.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอมวกเหล็ก,ชาย,28069.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอวังม่วง,ชาย,9805.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอเฉลิมพระเกียรติ,ชาย,18483.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอเมืองสระบุรี,หญิง,57431.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอแก่งคอย,หญิง,51244.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอหนองแค,หญิง,49130.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอวิหารแดง,หญิง,19953.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอหนองแซง,หญิง,8318.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอบ้านหมอ,หญิง,21603.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอดอนพุด,หญิง,3387.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอหนองโดน,หญิง,7196.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอพระพุทธบาท,หญิง,33631.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอเสาไห้,หญิง,17926.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอมวกเหล็ก,หญิง,28470.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอวังม่วง,หญิง,10235.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระบุรี,อำเภอเฉลิมพระเกียรติ,หญิง,19238.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอเมืองชลบุรี,ชาย,165625.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอบ้านบึง,ชาย,53690.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอหนองใหญ่,ชาย,12078.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอบางละมุง,ชาย,144238.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอพานทอง,ชาย,37131.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอพนัสนิคม,ชาย,60308.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอศรีราชา,ชาย,162894.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอเกาะสีชัง,ชาย,2234.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอสัตหีบ,ชาย,88213.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอบ่อทอง,ชาย,24949.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอเกาะจันทร์,ชาย,21103.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอเมืองชลบุรี,หญิง,177334.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอบ้านบึง,หญิง,56506.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอหนองใหญ่,หญิง,11900.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอบางละมุง,หญิง,169137.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอพานทอง,หญิง,38379.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอพนัสนิคม,หญิง,64600.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอศรีราชา,หญิง,171802.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอเกาะสีชัง,หญิง,2301.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอสัตหีบ,หญิง,76061.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอบ่อทอง,หญิง,24891.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชลบุรี,อำเภอเกาะจันทร์,หญิง,18298.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอเมืองระยอง,ชาย,141054.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอบ้านฉาง,ชาย,38320.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอแกลง,ชาย,62813.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอวังจันทร์,ชาย,12935.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอบ้านค่าย,ชาย,34318.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอปลวกแดง,ชาย,39743.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอเขาชะเมา,ชาย,11760.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอนิคมพัฒนา,ชาย,28049.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอเมืองระยอง,หญิง,147179.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอบ้านฉาง,หญิง,39073.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอแกลง,หญิง,67726.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอวังจันทร์,หญิง,13134.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอบ้านค่าย,หญิง,36219.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอปลวกแดง,หญิง,38788.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอเขาชะเมา,หญิง,11889.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระยอง,อำเภอนิคมพัฒนา,หญิง,28343.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอเมืองจันทบุรี,ชาย,61514.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอขลุง,ชาย,27365.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอท่าใหม่,ชาย,34392.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอโป่งน้ำร้อน,ชาย,23607.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอมะขาม,ชาย,15967.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอแหลมสิงห์,ชาย,14452.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอสอยดาว,ชาย,32711.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอแก่งหางแมว,ชาย,21306.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอนายายอาม,ชาย,16567.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอเขาคิชฌกูฏ,ชาย,14376.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอเมืองจันทบุรี,หญิง,68400.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอขลุง,หญิง,28898.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอท่าใหม่,หญิง,36557.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอโป่งน้ำร้อน,หญิง,22185.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอมะขาม,หญิง,16504.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอแหลมสิงห์,หญิง,15511.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอสอยดาว,หญิง,32468.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอแก่งหางแมว,หญิง,21123.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอนายายอาม,หญิง,17802.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,จันทบุรี,อำเภอเขาคิชฌกูฏ,หญิง,14852.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอเมืองตราด,ชาย,45184.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอคลองใหญ่,ชาย,12751.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอเขาสมิง,ชาย,22195.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอบ่อไร่,ชาย,17723.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอแหลมงอบ,ชาย,9429.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอเกาะกูด,ชาย,1398.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอเกาะช้าง,ชาย,4261.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอเมืองตราด,หญิง,48179.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอคลองใหญ่,หญิง,12582.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอเขาสมิง,หญิง,22407.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอบ่อไร่,หญิง,17052.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอแหลมงอบ,หญิง,9631.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอเกาะกูด,หญิง,1281.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ตราด,อำเภอเกาะช้าง,หญิง,4303.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,ชาย,78737.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอบางคล้า,ชาย,21873.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,ชาย,44402.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอบางปะกง,ชาย,45118.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,ชาย,25758.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอพนมสารคาม,ชาย,40334.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอราชสาส์น,ชาย,6211.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอสนามชัยเขต,ชาย,37475.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอแปลงยาว,ชาย,24987.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอท่าตะเกียบ,ชาย,23744.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอคลองเขื่อน,ชาย,6195.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,หญิง,84137.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอบางคล้า,หญิง,23863.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,หญิง,44886.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอบางปะกง,หญิง,47645.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,หญิง,27523.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอพนมสารคาม,หญิง,42904.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอราชสาส์น,หญิง,6485.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอสนามชัยเขต,หญิง,37583.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอแปลงยาว,หญิง,24492.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอท่าตะเกียบ,หญิง,23333.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ฉะเชิงเทรา,อำเภอคลองเขื่อน,หญิง,6493.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,ชาย,55002.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอกบินทร์บุรี,ชาย,72728.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอนาดี,ชาย,25863.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอบ้านสร้าง,ชาย,15146.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอประจันตคาม,ชาย,26463.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอศรีมหาโพธิ,ชาย,40132.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอศรีมโหสถ,ชาย,9308.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,หญิง,53832.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอกบินทร์บุรี,หญิง,75289.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอนาดี,หญิง,26160.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอบ้านสร้าง,หญิง,15727.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอประจันตคาม,หญิง,27996.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอศรีมหาโพธิ,หญิง,41853.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ปราจีนบุรี,อำเภอศรีมโหสถ,หญิง,9826.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครนายก,อำเภอเมืองนครนายก,ชาย,50588.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครนายก,อำเภอปากพลี,ชาย,11755.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครนายก,อำเภอบ้านนา,ชาย,34452.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครนายก,อำเภอองครักษ์,ชาย,32059.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครนายก,อำเภอเมืองนครนายก,หญิง,51153.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครนายก,อำเภอปากพลี,หญิง,12539.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครนายก,อำเภอบ้านนา,หญิง,34817.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครนายก,อำเภอองครักษ์,หญิง,33070.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอเมืองสระแก้ว,ชาย,55619.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอคลองหาด,ชาย,19539.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอตาพระยา,ชาย,28724.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอวังน้ำเย็น,ชาย,30369.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอวัฒนานคร,ชาย,41164.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภออรัญประเทศ,ชาย,45684.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอเขาฉกรรจ์,ชาย,27991.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอโคกสูง,ชาย,13536.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอวังสมบูรณ์,ชาย,18047.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอเมืองสระแก้ว,หญิง,55849.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอคลองหาด,หญิง,19453.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอตาพระยา,หญิง,28612.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอวังน้ำเย็น,หญิง,30876.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภอวัฒนานคร,หญิง,41107.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สระแก้ว,อำเภออรัญประเทศ,หญิง,45734.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
